image,psnr,ssim,lpips
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010878_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010878_0_with_bg_4.png,16.7325,0.7630,0.3011
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010880_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010880_0_with_bg_0.png,17.2486,0.8110,0.1671
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010880_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010880_0_with_bg_1.png,25.0314,0.7526,0.1534
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010880_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010880_0_with_bg_2.png,26.0591,0.9897,0.0136
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010880_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010880_0_with_bg_4.png,17.9602,0.7487,0.2629
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010880_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010880_0_with_bg_5.png,15.2063,0.7631,0.2409
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010882_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010882_0_with_bg_0.png,16.8931,0.9173,0.1171
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010882_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400010882_0_with_bg_1.png,21.0536,0.7802,0.1729
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037636_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037636_0_with_bg_1.png,20.6783,0.6755,0.2588
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037636_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037636_0_with_bg_2.png,22.3924,0.9009,0.0975
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037640_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037640_0_with_bg_2.png,12.3503,0.5427,0.5325
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037644_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037644_0_with_bg_1.png,18.9930,0.8489,0.1913
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037644_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037644_0_with_bg_2.png,28.6843,0.9930,0.0154
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037644_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_2400037644_0_with_bg_3.png,18.4560,0.7342,0.2629
MUN6F7QKTJS66AABAAAAADY8_molding_mesh_md_0_0_1000010856__BB__0__DD__1_0/MUN6F7QKTJS66AABAAAAADY8_molding_mesh_md_0_0_1000010856__BB__0__DD__1_0_with_bg_4.png,17.7442,0.7281,0.3241
MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_285_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_285_l_0_with_bg_1.png,20.2365,0.8624,0.2458
MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_343_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_343_r_0_with_bg_0.png,21.7860,0.8534,0.2363
MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_3589_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_3589_l_0_with_bg_1.png,17.0821,0.7979,0.2269
MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_3847_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_3847_r_0_with_bg_1.png,20.3965,0.7940,0.3282
MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_593_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_593_r_0_with_bg_1.png,21.6720,0.7772,0.3419
MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_593_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_593_r_0_with_bg_5.png,20.8147,0.8837,0.2302
MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_647_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_KE_CAN_TING_453_fid_w_647_r_0_with_bg_1.png,21.4443,0.7831,0.2951
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_2400060173_fid_w_2400058794_er_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_2400060173_fid_w_2400058794_er_0_with_bg_1.png,15.6922,0.6441,0.4101
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_2400060173_fid_w_2400058794_er_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_2400060173_fid_w_2400058794_er_0_with_bg_2.png,22.4442,0.8653,0.2145
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_2400060173_fid_w_2400058794_er_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_2400060173_fid_w_2400058794_er_0_with_bg_4.png,19.4866,0.8713,0.2153
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_r_3465_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_r_3465_c_0_with_bg_0.png,20.8517,0.8842,0.2612
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_r_3465_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_r_3465_c_0_with_bg_3.png,28.5989,0.9836,0.0664
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_r_3465_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_r_3465_c_0_with_bg_4.png,17.5193,0.8371,0.2300
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_r_3465_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_r_3465_c_0_with_bg_5.png,19.2618,0.9070,0.1111
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_w_3395_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_w_3395_l_0_with_bg_2.png,20.5397,0.8673,0.2040
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_w_3397_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_w_3397_r_0_with_bg_2.png,20.6677,0.8575,0.2048
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_w_3443_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_w_3443_r_0_with_bg_2.png,20.7111,0.8580,0.2059
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_w_501_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3465_fid_w_501_l_0_with_bg_2.png,20.9728,0.8633,0.2031
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_r_3611_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_r_3611_c_0_with_bg_1.png,21.4101,0.8911,0.1809
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_r_3611_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_r_3611_c_0_with_bg_3.png,28.6042,0.9508,0.1054
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_r_3611_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_r_3611_c_0_with_bg_4.png,17.8493,0.7522,0.1758
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_r_3611_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_r_3611_c_0_with_bg_5.png,25.9048,0.9806,0.0309
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_139_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_139_r_0_with_bg_1.png,16.7603,0.7966,0.2229
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_139_sr_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_139_sr_0_with_bg_1.png,16.7542,0.7977,0.2271
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_139_sr_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_139_sr_0_with_bg_4.png,22.0662,0.8248,0.1830
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_3497_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_3497_r_0_with_bg_1.png,17.0379,0.7963,0.2170
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_3543_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_3543_r_0_with_bg_1.png,17.4042,0.8190,0.1953
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_3589_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3611_fid_w_3589_r_0_with_bg_1.png,16.9943,0.8055,0.2177
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_r_3703_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_r_3703_c_0_with_bg_2.png,23.1955,0.8764,0.2945
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_r_3703_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_r_3703_c_0_with_bg_3.png,21.1193,0.8933,0.2995
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_r_3703_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_r_3703_c_0_with_bg_5.png,25.2765,0.9632,0.1339
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_w_155_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_w_155_r_0_with_bg_0.png,15.3564,0.5886,0.5426
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_w_3629_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_w_3629_r_0_with_bg_0.png,14.9662,0.5930,0.5393
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_w_3631_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_w_3631_l_0_with_bg_0.png,15.2393,0.6065,0.5252
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_w_3681_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3703_fid_w_3681_l_0_with_bg_0.png,15.2336,0.5968,0.5256
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_r_3925_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_r_3925_c_0_with_bg_1.png,16.8355,0.6337,0.5400
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_r_3925_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_r_3925_c_0_with_bg_3.png,15.3798,0.9288,0.2296
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_r_3925_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_r_3925_c_0_with_bg_4.png,28.7149,0.9858,0.0248
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_r_3925_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_r_3925_c_0_with_bg_5.png,26.1754,0.9849,0.1011
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3847_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3847_l_0_with_bg_1.png,20.5381,0.8044,0.3271
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3847_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3847_l_0_with_bg_4.png,20.0452,0.7424,0.3483
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3847_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3847_l_0_with_bg_5.png,21.5576,0.8960,0.2606
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3849_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3849_r_0_with_bg_1.png,21.7179,0.7756,0.3579
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3903_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3903_r_0_with_bg_1.png,19.7621,0.7864,0.3432
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3903_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_3903_r_0_with_bg_4.png,19.7375,0.7422,0.3562
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_587_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_587_l_0_with_bg_1.png,20.4446,0.8820,0.2211
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_587_l_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_3925_fid_w_587_l_0_with_bg_4.png,20.6665,0.6998,0.3849
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_r_761_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_r_761_c_0_with_bg_1.png,16.2767,0.6593,0.5094
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_r_761_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_r_761_c_0_with_bg_2.png,16.1649,0.7154,0.4505
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_r_761_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_r_761_c_0_with_bg_3.png,26.5203,0.9837,0.0875
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_r_761_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_r_761_c_0_with_bg_4.png,17.5616,0.8048,0.2315
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_r_761_c_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_r_761_c_0_with_bg_5.png,26.8685,0.9829,0.1074
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_267_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_267_r_0_with_bg_2.png,12.7149,0.4966,0.5923
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_267_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_267_r_0_with_bg_5.png,21.9773,0.8612,0.2987
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_429_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_429_r_0_with_bg_2.png,12.9336,0.5364,0.5353
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_429_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_429_r_0_with_bg_5.png,20.5607,0.8388,0.2968
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_449_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_449_r_0_with_bg_2.png,14.7947,0.7112,0.3897
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_449_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_449_r_0_with_bg_5.png,20.6082,0.8433,0.2624
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_711_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_711_r_0_with_bg_2.png,12.4801,0.4448,0.6592
MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_711_r_0/MUN6F7QKTJS66AABAAAAADY8_room_mesh_ZI_DING_YI_761_fid_w_711_r_0_with_bg_5.png,22.4912,0.8704,0.3055
MUN6F7QKTJS66AABAAAAADY8_stripLight_mesh_sl_0_0_900000968_0/MUN6F7QKTJS66AABAAAAADY8_stripLight_mesh_sl_0_0_900000968_0_with_bg_0.png,16.4034,0.6328,0.4923
MUN6F7QKTJS66AABAAAAADY8_stripLight_mesh_sl_0_0_900000968_0/MUN6F7QKTJS66AABAAAAADY8_stripLight_mesh_sl_0_0_900000968_0_with_bg_3.png,19.8457,0.8014,0.1363
MUN6F7QKTJS66AABAAAAADY8_stripLight_mesh_sl_0_0_900000968_0/MUN6F7QKTJS66AABAAAAADY8_stripLight_mesh_sl_0_0_900000968_0_with_bg_5.png,24.3981,0.9723,0.1323
MUN6F7QKTJS66AABAAAAADY8_stripLight_mesh_sl_0_2_1000010106_0/MUN6F7QKTJS66AABAAAAADY8_stripLight_mesh_sl_0_2_1000010106_0_with_bg_4.png,18.0479,0.7263,0.3121
obj1/obj1_with_bg_0.png,11.9097,0.6301,0.2563
obj1/obj1_with_bg_1.png,35.1372,0.6828,0.0444
obj1/obj1_with_bg_2.png,15.0628,0.6733,0.2631
obj1/obj1_with_bg_3.png,12.2037,0.6749,0.2581
obj1/obj1_with_bg_4.png,33.0353,0.6706,0.0419
obj1/obj1_with_bg_5.png,14.9689,0.7726,0.2253
obj10/obj10_with_bg_0.png,11.9916,0.5477,0.4673
obj10/obj10_with_bg_1.png,25.4699,0.1682,0.3121
obj10/obj10_with_bg_3.png,11.9257,0.6271,0.4403
obj10/obj10_with_bg_4.png,17.0935,0.4832,0.5164
obj10/obj10_with_bg_5.png,13.3091,0.7268,0.3128
obj11/obj11_with_bg_0.png,11.0157,0.4937,0.4325
obj11/obj11_with_bg_1.png,12.4054,0.6812,0.3807
obj11/obj11_with_bg_3.png,12.1866,0.5760,0.3701
obj11/obj11_with_bg_4.png,14.3502,0.5515,0.2978
obj11/obj11_with_bg_5.png,17.2326,0.6927,0.2904
obj2/obj2_with_bg_0.png,16.8555,0.4932,0.4585
obj2/obj2_with_bg_1.png,13.8303,0.4520,0.4254
obj2/obj2_with_bg_2.png,13.7696,0.3922,0.4613
obj2/obj2_with_bg_3.png,13.8160,0.4488,0.5342
obj2/obj2_with_bg_4.png,11.4147,0.3917,0.5721
obj2/obj2_with_bg_5.png,10.9959,0.3601,0.5181
obj3/obj3_with_bg_0.png,10.0246,0.2120,0.4727
obj3/obj3_with_bg_1.png,8.9646,0.1494,0.4820
obj3/obj3_with_bg_2.png,8.9087,0.1527,0.4740
obj3/obj3_with_bg_3.png,15.9664,0.4753,0.5166
obj3/obj3_with_bg_4.png,13.2827,0.4469,0.4986
obj3/obj3_with_bg_5.png,12.5150,0.3952,0.5363
obj4/obj4_with_bg_0.png,12.3249,0.7976,0.3561
obj4/obj4_with_bg_1.png,12.7165,0.8100,0.3319
obj4/obj4_with_bg_2.png,12.6394,0.8108,0.3204
obj4/obj4_with_bg_3.png,9.2989,0.6425,0.4620
obj4/obj4_with_bg_4.png,11.9076,0.7254,0.4160
obj4/obj4_with_bg_5.png,11.2039,0.6977,0.4501
obj5/obj5_with_bg_0.png,16.9750,0.7686,0.1845
obj5/obj5_with_bg_1.png,15.8569,0.7666,0.2011
obj5/obj5_with_bg_2.png,18.5587,0.7340,0.2159
obj5/obj5_with_bg_3.png,15.0044,0.8249,0.2853
obj5/obj5_with_bg_4.png,17.1395,0.8771,0.1809
obj5/obj5_with_bg_5.png,12.2700,0.6080,0.3029
obj6/obj6_with_bg_0.png,13.6672,0.6359,0.2880
obj6/obj6_with_bg_1.png,23.5148,0.9641,0.1055
obj6/obj6_with_bg_2.png,9.6931,0.5039,0.4350
obj6/obj6_with_bg_4.png,22.2482,0.9629,0.1053
obj6/obj6_with_bg_5.png,16.7838,0.6669,0.2802
obj7/obj7_with_bg_0.png,22.6068,0.9271,0.1204
obj7/obj7_with_bg_2.png,32.7373,0.9947,0.0060
obj7/obj7_with_bg_3.png,16.7079,0.6729,0.2777
obj7/obj7_with_bg_4.png,22.2102,0.9610,0.1153
obj7/obj7_with_bg_5.png,21.1875,0.9650,0.0476
obj8/obj8_with_bg_0.png,14.0703,0.6390,0.2850
obj8/obj8_with_bg_1.png,22.9194,0.9592,0.1116
obj8/obj8_with_bg_2.png,9.8874,0.4360,0.4867
obj8/obj8_with_bg_3.png,15.9277,0.6810,0.2786
obj8/obj8_with_bg_4.png,23.1589,0.9664,0.1063
obj8/obj8_with_bg_5.png,14.8375,0.8953,0.1174
obj9/obj9_with_bg_0.png,13.1941,0.6380,0.2524
obj9/obj9_with_bg_1.png,22.5978,0.9566,0.1134
obj9/obj9_with_bg_2.png,10.1928,0.5652,0.4040
obj9/obj9_with_bg_3.png,17.1172,0.7181,0.2649
obj9/obj9_with_bg_4.png,22.8994,0.9633,0.1091
obj9/obj9_with_bg_5.png,18.7756,0.6665,0.3327
SM_00/SM_00_with_bg_0.png,10.1833,0.3434,0.4982
SM_00/SM_00_with_bg_2.png,19.2671,0.8790,0.1643
SM_00_obj10_0/SM_00_obj10_0_with_bg_0.png,17.2223,0.9331,0.0893
SM_00_obj10_0/SM_00_obj10_0_with_bg_1.png,22.3200,0.7670,0.1882
SM_00_obj10_0/SM_00_obj10_0_with_bg_2.png,23.1308,0.7626,0.1941
SM_00_obj13_0/SM_00_obj13_0_with_bg_0.png,17.6405,0.8038,0.2137
SM_00_obj13_0/SM_00_obj13_0_with_bg_1.png,21.6980,0.7735,0.1525
SM_00_obj13_0/SM_00_obj13_0_with_bg_3.png,31.4432,0.9880,0.0472
SM_00_obj13_0/SM_00_obj13_0_with_bg_4.png,22.3843,0.7755,0.1427
SM_00_obj13_0/SM_00_obj13_0_with_bg_5.png,18.9513,0.9196,0.2830
SM_00_obj14_0/SM_00_obj14_0_with_bg_0.png,10.9272,0.6891,0.3481
SM_00_obj14_0/SM_00_obj14_0_with_bg_1.png,20.9325,0.6457,0.2499
SM_00_obj14_0/SM_00_obj14_0_with_bg_2.png,36.2336,0.9973,0.0041
SM_00_obj1_0/SM_00_obj1_0_with_bg_2.png,18.3084,0.7131,0.3572
SM_00_obj1_0/SM_00_obj1_0_with_bg_4.png,14.6872,0.8190,0.2396
SM_00_obj1_0/SM_00_obj1_0_with_bg_5.png,17.6348,0.7536,0.3582
SM_00_obj1_14/SM_00_obj1_14_with_bg_3.png,20.4618,0.8164,0.1712
SM_00_obj1_14/SM_00_obj1_14_with_bg_5.png,23.6416,0.8548,0.1597
SM_00_obj20_0/SM_00_obj20_0_with_bg_0.png,18.2260,0.6752,0.2477
SM_00_obj20_0/SM_00_obj20_0_with_bg_1.png,18.1308,0.6664,0.2074
SM_00_obj20_0/SM_00_obj20_0_with_bg_2.png,21.8193,0.7242,0.1798
SM_00_obj2_0/SM_00_obj2_0_with_bg_3.png,23.0021,0.9598,0.0681
SM_00_obj2_0/SM_00_obj2_0_with_bg_4.png,16.6621,0.8714,0.2771
SM_00_obj2_0/SM_00_obj2_0_with_bg_5.png,15.6054,0.8241,0.2844
SM_00_obj34_0/SM_00_obj34_0_with_bg_0.png,21.1991,0.8219,0.1194
SM_00_obj34_0/SM_00_obj34_0_with_bg_1.png,23.5666,0.9242,0.0811
SM_00_obj34_0/SM_00_obj34_0_with_bg_4.png,20.6416,0.8870,0.0971
SM_00_obj3_0/SM_00_obj3_0_with_bg_0.png,19.9939,0.6979,0.1873
SM_00_obj3_0/SM_00_obj3_0_with_bg_2.png,19.0024,0.7422,0.3711
SM_00_obj4_0/SM_00_obj4_0_with_bg_0.png,19.1599,0.6935,0.2573
SM_00_obj4_0/SM_00_obj4_0_with_bg_1.png,21.8350,0.6853,0.2259
SM_00_obj52_0/SM_00_obj52_0_with_bg_1.png,18.8894,0.7808,0.2744
SM_00_obj52_0/SM_00_obj52_0_with_bg_2.png,27.7826,0.7344,0.1957
SM_00_obj52_0/SM_00_obj52_0_with_bg_3.png,14.7897,0.6762,0.2356
SM_00_obj5_0/SM_00_obj5_0_with_bg_2.png,14.1621,0.7599,0.2476
SM_00_obj5_0/SM_00_obj5_0_with_bg_4.png,17.5281,0.9052,0.0954
SM_00_obj5_0/SM_00_obj5_0_with_bg_5.png,18.4190,0.8755,0.1333
SM_00_obj7_0/SM_00_obj7_0_with_bg_1.png,26.3902,0.9797,0.0236
SM_00_obj7_0/SM_00_obj7_0_with_bg_3.png,18.3446,0.8813,0.1451
SM_00_obj8_0/SM_00_obj8_0_with_bg_0.png,21.5781,0.7987,0.1226
SM_00_obj8_0/SM_00_obj8_0_with_bg_1.png,18.8264,0.6204,0.2531
SM_00_obj8_0/SM_00_obj8_0_with_bg_2.png,17.9728,0.7383,0.1938
SM_01/SM_01_with_bg_0.png,28.0151,0.9853,0.0684
SM_01/SM_01_with_bg_1.png,16.0912,0.8263,0.2310
SM_01/SM_01_with_bg_2.png,24.3511,0.9471,0.0956
SM_01_obj15_0/SM_01_obj15_0_with_bg_0.png,10.5143,0.6352,0.4128
SM_01_obj15_0/SM_01_obj15_0_with_bg_1.png,20.6637,0.6298,0.2637
SM_01_obj1_0/SM_01_obj1_0_with_bg_2.png,18.5996,0.7685,0.1243
SM_01_obj1_0/SM_01_obj1_0_with_bg_3.png,22.8407,0.7873,0.2428
SM_01_obj1_0/SM_01_obj1_0_with_bg_4.png,21.9090,0.7612,0.2583
SM_01_obj1_13/SM_01_obj1_13_with_bg_1.png,31.8164,0.9882,0.0451
SM_01_obj21_0/SM_01_obj21_0_with_bg_0.png,18.2402,0.6745,0.2487
