image,psnr,ssim,lpips
SM_01_obj21_0/SM_01_obj21_0_with_bg_1.png,18.0760,0.6644,0.2056
SM_01_obj21_0/SM_01_obj21_0_with_bg_2.png,21.8707,0.7254,0.1781
SM_01_obj2_0/SM_01_obj2_0_with_bg_0.png,12.4919,0.7876,0.2494
SM_01_obj2_0/SM_01_obj2_0_with_bg_1.png,20.2820,0.5038,0.2269
SM_01_obj2_0/SM_01_obj2_0_with_bg_3.png,23.9471,0.9482,0.1242
SM_01_obj2_0/SM_01_obj2_0_with_bg_5.png,18.8475,0.9187,0.1090
SM_01_obj35_0/SM_01_obj35_0_with_bg_0.png,17.0272,0.8255,0.1366
SM_01_obj35_0/SM_01_obj35_0_with_bg_1.png,15.8435,0.4750,0.3314
SM_01_obj35_0/SM_01_obj35_0_with_bg_2.png,18.1973,0.7793,0.1898
SM_01_obj35_0/SM_01_obj35_0_with_bg_3.png,31.2601,0.9613,0.0169
SM_01_obj35_0/SM_01_obj35_0_with_bg_4.png,17.2797,0.6670,0.0690
SM_01_obj35_0/SM_01_obj35_0_with_bg_5.png,16.5432,0.8798,0.1413
SM_01_obj3_0/SM_01_obj3_0_with_bg_1.png,17.3430,0.7761,0.1744
SM_01_obj3_0/SM_01_obj3_0_with_bg_2.png,14.6311,0.7586,0.2446
SM_01_obj3_0/SM_01_obj3_0_with_bg_4.png,19.0078,0.9192,0.0756
SM_01_obj3_0/SM_01_obj3_0_with_bg_5.png,19.9589,0.8968,0.1071
SM_01_obj42_0/SM_01_obj42_0_with_bg_3.png,15.1565,0.6960,0.2303
SM_01_obj42_0/SM_01_obj42_0_with_bg_5.png,32.8186,0.7608,0.1185
SM_01_obj4_0/SM_01_obj4_0_with_bg_1.png,20.6788,0.6844,0.1918
SM_01_obj5_0/SM_01_obj5_0_with_bg_0.png,20.2815,0.7080,0.1739
SM_01_obj5_0/SM_01_obj5_0_with_bg_2.png,21.3151,0.7954,0.2811
SM_01_obj6_0/SM_01_obj6_0_with_bg_3.png,17.4422,0.8489,0.1461
SM_01_obj6_0/SM_01_obj6_0_with_bg_4.png,18.3104,0.9224,0.1531
SM_01_obj7_0/SM_01_obj7_0_with_bg_0.png,22.0957,0.7846,0.1132
SM_01_obj7_0/SM_01_obj7_0_with_bg_1.png,16.4410,0.6188,0.2591
SM_01_obj7_0/SM_01_obj7_0_with_bg_2.png,17.0724,0.6930,0.2088
SM_01_obj7_0/SM_01_obj7_0_with_bg_3.png,20.4405,0.7253,0.2387
SM_01_obj8_0/SM_01_obj8_0_with_bg_2.png,25.2593,0.4674,0.1991
SM_01_obj8_0/SM_01_obj8_0_with_bg_5.png,16.2494,0.2959,0.2759
SM_02/SM_02_with_bg_0.png,10.6551,0.3283,0.3566
SM_02/SM_02_with_bg_1.png,18.8294,0.8849,0.1664
SM_02/SM_02_with_bg_2.png,24.1590,0.9577,0.0719
SM_02_obj16_0/SM_02_obj16_0_with_bg_0.png,13.0933,0.7943,0.2321
SM_02_obj16_0/SM_02_obj16_0_with_bg_2.png,16.4561,0.7571,0.3102
SM_02_obj1_0/SM_02_obj1_0_with_bg_0.png,20.8271,0.7654,0.1962
SM_02_obj2_0/SM_02_obj2_0_with_bg_1.png,20.5265,0.8179,0.0663
SM_02_obj2_0/SM_02_obj2_0_with_bg_3.png,23.8962,0.8153,0.2941
SM_02_obj2_0/SM_02_obj2_0_with_bg_4.png,22.3647,0.7890,0.2288
SM_02_obj36_0/SM_02_obj36_0_with_bg_0.png,20.9368,0.8094,0.1246
SM_02_obj36_0/SM_02_obj36_0_with_bg_1.png,22.7076,0.8888,0.1145
SM_02_obj36_0/SM_02_obj36_0_with_bg_4.png,20.8276,0.8785,0.1169
SM_02_obj3_0/SM_02_obj3_0_with_bg_0.png,8.8512,0.1656,0.7265
SM_02_obj44_0/SM_02_obj44_0_with_bg_0.png,25.3677,0.7934,0.2204
SM_02_obj44_0/SM_02_obj44_0_with_bg_1.png,32.8704,0.9072,0.0463
SM_02_obj4_0/SM_02_obj4_0_with_bg_2.png,20.0553,0.8350,0.1746
SM_02_obj4_0/SM_02_obj4_0_with_bg_4.png,27.0010,0.9448,0.0398
SM_02_obj4_0/SM_02_obj4_0_with_bg_5.png,11.1339,0.7550,0.3096
SM_02_obj5_0/SM_02_obj5_0_with_bg_0.png,20.9126,0.7393,0.2578
SM_02_obj5_0/SM_02_obj5_0_with_bg_1.png,18.5421,0.7653,0.3683
SM_02_obj5_0/SM_02_obj5_0_with_bg_2.png,20.6799,0.5818,0.2611
SM_02_obj5_0/SM_02_obj5_0_with_bg_5.png,16.5515,0.6949,0.2798
SM_02_obj6_0/SM_02_obj6_0_with_bg_0.png,21.2977,0.8925,0.1317
SM_02_obj6_0/SM_02_obj6_0_with_bg_1.png,21.5721,0.9404,0.1073
SM_02_obj6_0/SM_02_obj6_0_with_bg_2.png,25.9391,0.5103,0.2336
SM_02_obj6_0/SM_02_obj6_0_with_bg_3.png,21.0342,0.8447,0.1239
SM_02_obj6_0/SM_02_obj6_0_with_bg_4.png,20.3686,0.9485,0.1099
SM_02_obj6_0/SM_02_obj6_0_with_bg_5.png,16.5038,0.1600,0.5628
SM_02_obj7_0/SM_02_obj7_0_with_bg_0.png,18.2510,0.6778,0.2436
SM_02_obj7_0/SM_02_obj7_0_with_bg_1.png,18.1154,0.6650,0.2077
SM_02_obj7_0/SM_02_obj7_0_with_bg_2.png,21.9684,0.7266,0.1774
SM_02_obj9_0/SM_02_obj9_0_with_bg_0.png,13.7551,0.7022,0.2280
SM_02_obj9_0/SM_02_obj9_0_with_bg_3.png,16.3414,0.6873,0.3115
SM_03/SM_03_with_bg_3.png,19.8738,0.8628,0.1341
SM_03/SM_03_with_bg_4.png,21.9081,0.9600,0.0883
SM_03/SM_03_with_bg_5.png,19.3045,0.8592,0.1758
SM_03_obj10_1/SM_03_obj10_1_with_bg_0.png,15.2792,0.7044,0.2355
SM_03_obj1_0/SM_03_obj1_0_with_bg_0.png,19.9687,0.7271,0.2945
SM_03_obj2_0/SM_03_obj2_0_with_bg_0.png,22.8007,0.9510,0.0987
SM_03_obj2_0/SM_03_obj2_0_with_bg_1.png,20.5870,0.9258,0.1221
SM_03_obj2_0/SM_03_obj2_0_with_bg_2.png,15.5242,0.8822,0.4046
SM_03_obj2_0/SM_03_obj2_0_with_bg_4.png,27.1046,0.9612,0.0300
SM_03_obj2_0/SM_03_obj2_0_with_bg_5.png,37.5911,0.4118,0.0357
SM_03_obj2_1/SM_03_obj2_1_with_bg_0.png,19.8082,0.7223,0.2170
SM_03_obj2_1/SM_03_obj2_1_with_bg_2.png,22.4517,0.8164,0.0993
SM_03_obj3_0/SM_03_obj3_0_with_bg_0.png,20.6476,0.5769,0.2885
SM_03_obj3_0/SM_03_obj3_0_with_bg_2.png,22.8499,0.7450,0.2133
SM_03_obj51_0/SM_03_obj51_0_with_bg_0.png,15.6774,0.5813,0.3342
SM_03_obj51_0/SM_03_obj51_0_with_bg_2.png,20.0810,0.8903,0.3040
SM_03_obj51_0/SM_03_obj51_0_with_bg_3.png,14.0631,0.6427,0.2478
SM_03_obj51_0/SM_03_obj51_0_with_bg_5.png,18.7833,0.8279,0.2871
SM_03_obj5_0/SM_03_obj5_0_with_bg_2.png,18.9699,0.7006,0.2198
SM_04/SM_04_with_bg_3.png,15.3621,0.7158,0.2590
SM_04/SM_04_with_bg_5.png,17.1894,0.6113,0.4605
SM_04_obj1_0/SM_04_obj1_0_with_bg_0.png,27.2351,0.0666,0.1017
SM_04_obj1_0/SM_04_obj1_0_with_bg_1.png,28.2737,0.0786,0.0726
SM_04_obj1_0/SM_04_obj1_0_with_bg_2.png,29.3931,0.0989,0.0641
SM_04_obj1_0/SM_04_obj1_0_with_bg_4.png,18.4416,0.8746,0.1614
SM_04_obj2_0/SM_04_obj2_0_with_bg_0.png,18.5575,0.7739,0.2042
SM_04_obj2_0/SM_04_obj2_0_with_bg_1.png,20.6467,0.8115,0.1647
SM_04_obj2_0/SM_04_obj2_0_with_bg_3.png,16.3145,0.8346,0.1930
SM_04_obj2_0/SM_04_obj2_0_with_bg_4.png,16.8565,0.8615,0.2575
SM_04_obj3_0/SM_04_obj3_0_with_bg_0.png,20.4585,0.7459,0.2032
SM_04_obj3_0/SM_04_obj3_0_with_bg_1.png,22.7272,0.6863,0.2361
SM_04_obj43_0/SM_04_obj43_0_with_bg_1.png,13.9293,0.7347,0.1742
SM_04_obj43_0/SM_04_obj43_0_with_bg_2.png,24.4788,0.9735,0.0539
SM_04_obj43_0/SM_04_obj43_0_with_bg_4.png,32.0663,0.8829,0.0523
SM_04_obj43_0/SM_04_obj43_0_with_bg_5.png,32.0280,0.7328,0.0885
SM_04_obj4_0/SM_04_obj4_0_with_bg_2.png,26.1588,0.4861,0.1963
SM_04_obj4_0/SM_04_obj4_0_with_bg_4.png,17.3561,0.8019,0.1942
SM_04_obj4_0/SM_04_obj4_0_with_bg_5.png,21.8918,0.4454,0.1306
SM_04_obj6_0/SM_04_obj6_0_with_bg_0.png,19.3499,0.7682,0.1784
SM_04_obj6_0/SM_04_obj6_0_with_bg_1.png,18.7273,0.6630,0.1840
SM_04_obj7_0/SM_04_obj7_0_with_bg_0.png,26.7712,0.8032,0.1660
SM_04_obj7_0/SM_04_obj7_0_with_bg_1.png,28.5965,0.8663,0.1236
SM_04_obj7_0/SM_04_obj7_0_with_bg_2.png,29.5703,0.9536,0.2145
SM_04_obj7_0/SM_04_obj7_0_with_bg_3.png,30.4813,0.8642,0.1174
SM_04_obj7_0/SM_04_obj7_0_with_bg_4.png,27.9855,0.8940,0.0901
SM_04_obj9_0/SM_04_obj9_0_with_bg_0.png,14.0190,0.8315,0.1848
SM_04_obj9_0/SM_04_obj9_0_with_bg_1.png,29.9059,0.9883,0.0721
SM_04_obj9_0/SM_04_obj9_0_with_bg_2.png,24.5675,0.4899,0.4274
SM_04_obj9_0/SM_04_obj9_0_with_bg_4.png,15.0780,0.7555,0.3110
SM_04_obj9_0/SM_04_obj9_0_with_bg_5.png,14.0170,0.7243,0.2982
SM_05/SM_05_with_bg_1.png,18.5153,0.8522,0.1955
SM_05/SM_05_with_bg_2.png,16.2933,0.6059,0.2037
SM_05_obj1_0/SM_05_obj1_0_with_bg_0.png,14.6808,0.6122,0.5658
SM_05_obj1_0/SM_05_obj1_0_with_bg_2.png,18.9483,0.7014,0.2301
SM_05_obj1_0/SM_05_obj1_0_with_bg_3.png,18.9535,0.9304,0.1358
SM_05_obj46_0/SM_05_obj46_0_with_bg_0.png,26.1161,0.8635,0.2668
SM_05_obj46_0/SM_05_obj46_0_with_bg_2.png,50.4760,0.9239,0.0013
SM_05_obj4_0/SM_05_obj4_0_with_bg_0.png,17.8234,0.9425,0.0747
SM_05_obj4_0/SM_05_obj4_0_with_bg_1.png,20.7173,0.7275,0.2650
SM_05_obj4_0/SM_05_obj4_0_with_bg_2.png,21.1097,0.7336,0.2192
SM_05_obj4_0/SM_05_obj4_0_with_bg_5.png,16.1928,0.7071,0.2863
SM_05_obj6_0/SM_05_obj6_0_with_bg_0.png,20.4183,0.9066,0.2436
SM_05_obj6_0/SM_05_obj6_0_with_bg_1.png,20.5837,0.9093,0.2342
SM_05_obj6_0/SM_05_obj6_0_with_bg_2.png,22.4125,0.9441,0.1845
SM_05_obj6_0/SM_05_obj6_0_with_bg_4.png,29.2476,0.9425,0.0437
SM_05_obj7_0/SM_05_obj7_0_with_bg_0.png,23.7105,0.8341,0.1429
SM_05_obj7_0/SM_05_obj7_0_with_bg_2.png,17.3512,0.8000,0.3928
SM_05_obj7_0/SM_05_obj7_0_with_bg_4.png,17.0869,0.8083,0.2080
SM_05_obj7_0/SM_05_obj7_0_with_bg_5.png,16.8096,0.7575,0.3654
SM_06/SM_06_with_bg_0.png,24.4721,0.9679,0.1549
SM_06/SM_06_with_bg_1.png,16.4212,0.8113,0.2406
SM_06/SM_06_with_bg_2.png,25.8824,0.9602,0.0746
SM_06_obj47_0/SM_06_obj47_0_with_bg_1.png,18.2787,0.7364,0.3751
SM_06_obj4_0/SM_06_obj4_0_with_bg_0.png,10.4833,0.4108,0.3784
SM_06_obj4_0/SM_06_obj4_0_with_bg_1.png,17.3990,0.7852,0.2006
SM_06_obj4_0/SM_06_obj4_0_with_bg_2.png,16.9227,0.7813,0.1853
SM_06_obj4_0/SM_06_obj4_0_with_bg_3.png,17.8301,0.8648,0.1416
SM_06_obj4_0/SM_06_obj4_0_with_bg_4.png,15.8857,0.8011,0.1955
SM_06_obj4_0/SM_06_obj4_0_with_bg_5.png,27.0721,0.7654,0.0951
SM_06_obj5_2/SM_06_obj5_2_with_bg_0.png,19.0133,0.6398,0.3417
SM_06_obj5_2/SM_06_obj5_2_with_bg_2.png,23.0154,0.7441,0.2107
SM_06_obj8_0/SM_06_obj8_0_with_bg_0.png,27.1134,0.7949,0.1316
SM_06_obj8_0/SM_06_obj8_0_with_bg_1.png,29.0862,0.8620,0.0931
SM_06_obj8_0/SM_06_obj8_0_with_bg_2.png,30.9246,0.9697,0.1266
SM_06_obj8_0/SM_06_obj8_0_with_bg_3.png,30.1094,0.8417,0.1124
SM_06_obj8_0/SM_06_obj8_0_with_bg_4.png,32.1249,0.8886,0.0674
SM_06_obj9_0/SM_06_obj9_0_with_bg_1.png,19.9056,0.9146,0.1297
SM_06_obj9_0/SM_06_obj9_0_with_bg_2.png,25.0136,0.7262,0.2565
SM_06_obj9_0/SM_06_obj9_0_with_bg_5.png,16.9058,0.7263,0.2651
SM_07/SM_07_with_bg_0.png,15.3562,0.5901,0.2019
SM_07/SM_07_with_bg_1.png,23.0654,0.9565,0.0961
SM_07/SM_07_with_bg_2.png,16.6327,0.5440,0.2503
SM_07_obj10_0/SM_07_obj10_0_with_bg_2.png,25.3589,0.6668,0.2961
SM_07_obj10_0/SM_07_obj10_0_with_bg_4.png,25.3956,0.8737,0.1088
SM_07_obj39_0/SM_07_obj39_0_with_bg_0.png,26.7246,0.8988,0.0788
SM_07_obj39_0/SM_07_obj39_0_with_bg_1.png,17.6835,0.8206,0.3737
SM_07_obj39_0/SM_07_obj39_0_with_bg_2.png,23.7159,0.7428,0.1336
SM_07_obj39_0/SM_07_obj39_0_with_bg_3.png,22.2320,0.8065,0.3154
SM_08/SM_08_with_bg_0.png,17.1100,0.5874,0.2171
SM_08/SM_08_with_bg_1.png,25.8190,0.8108,0.2936
SM_08/SM_08_with_bg_2.png,19.7635,0.7070,0.1819
SM_08_obj11_0/SM_08_obj11_0_with_bg_2.png,28.3832,0.7574,0.2375
SM_08_obj11_0/SM_08_obj11_0_with_bg_4.png,21.6946,0.6930,0.2787
SM_08_obj49_0/SM_08_obj49_0_with_bg_5.png,31.0653,0.7525,0.0402
SM_09/SM_09_with_bg_0.png,28.4373,0.8358,0.2386
SM_09/SM_09_with_bg_1.png,19.1003,0.8910,0.1737
SM_09/SM_09_with_bg_2.png,51.7817,0.9428,0.0008
SM_09_obj2_0/SM_09_obj2_0_with_bg_2.png,22.6935,0.6756,0.2955
SM_09_obj2_0/SM_09_obj2_0_with_bg_5.png,17.6185,0.5619,0.2919
SM_09_obj41_0/SM_09_obj41_0_with_bg_1.png,18.0701,0.7334,0.3718
SM_09_obj4_0/SM_09_obj4_0_with_bg_0.png,20.4816,0.7108,0.1817
SM_09_obj4_0/SM_09_obj4_0_with_bg_2.png,21.2873,0.7697,0.2507
SM_10/SM_10_with_bg_0.png,14.9928,0.5504,0.2830
SM_10/SM_10_with_bg_2.png,26.0473,0.7757,0.2956
SM_100/SM_100_with_bg_0.png,12.2566,0.4534,0.4049
SM_100/SM_100_with_bg_1.png,13.6644,0.5138,0.3916
SM_100/SM_100_with_bg_2.png,11.9383,0.4224,0.4363
SM_101/SM_101_with_bg_0.png,8.6535,0.2640,0.4894
SM_101/SM_101_with_bg_1.png,20.6846,0.8750,0.3274
SM_101/SM_101_with_bg_2.png,14.6073,0.7521,0.3643
SM_101/SM_101_with_bg_3.png,11.4301,0.4783,0.5015
SM_101/SM_101_with_bg_5.png,12.6268,0.5080,0.5338
SM_102/SM_102_with_bg_0.png,14.5899,0.4968,0.4672
SM_102/SM_102_with_bg_1.png,13.8702,0.4554,0.4963
SM_102/SM_102_with_bg_2.png,15.8973,0.5358,0.4351
SM_102/SM_102_with_bg_3.png,11.8617,0.4247,0.5065
SM_102/SM_102_with_bg_4.png,8.5983,0.3237,0.6012
SM_102/SM_102_with_bg_5.png,13.7422,0.4326,0.5373
SM_103/SM_103_with_bg_0.png,14.7848,0.5103,0.4897
SM_103/SM_103_with_bg_1.png,12.6379,0.4115,0.4249
SM_104/SM_104_with_bg_0.png,15.4862,0.6326,0.4483
SM_104/SM_104_with_bg_1.png,16.1395,0.7782,0.2679
SM_104/SM_104_with_bg_2.png,19.7383,0.8808,0.1203
SM_104/SM_104_with_bg_3.png,16.5126,0.7252,0.4068
SM_104/SM_104_with_bg_4.png,20.1627,0.9356,0.1398
SM_104/SM_104_with_bg_5.png,11.2067,0.4052,0.3712
SM_105/SM_105_with_bg_0.png,13.9613,0.7859,0.3407
SM_105/SM_105_with_bg_1.png,18.2325,0.8861,0.1432
SM_105/SM_105_with_bg_2.png,19.2329,0.8978,0.1391
SM_105/SM_105_with_bg_3.png,23.3644,0.8340,0.2435
SM_105/SM_105_with_bg_4.png,21.3639,0.9540,0.0879
SM_105/SM_105_with_bg_5.png,7.8699,0.2851,0.5505
SM_106/SM_106_with_bg_1.png,17.8845,0.7633,0.1657
SM_106/SM_106_with_bg_2.png,38.9912,0.9953,0.0079
SM_107/SM_107_with_bg_1.png,17.8435,0.7339,0.1989
SM_108/SM_108_with_bg_0.png,26.4759,0.6095,0.2243
SM_108/SM_108_with_bg_1.png,21.1429,0.8423,0.1271
SM_108/SM_108_with_bg_2.png,26.3830,0.8585,0.1044
SM_109/SM_109_with_bg_1.png,16.1137,0.6616,0.3158
SM_109/SM_109_with_bg_2.png,14.6082,0.7591,0.1730
SM_109/SM_109_with_bg_4.png,16.0130,0.7155,0.2386
SM_109/SM_109_with_bg_5.png,24.1027,0.5179,0.0539
SM_10_obj3_0/SM_10_obj3_0_with_bg_2.png,23.4652,0.6452,0.3088
SM_10_obj3_0/SM_10_obj3_0_with_bg_5.png,18.6953,0.5584,0.2743
SM_10_obj50_0/SM_10_obj50_0_with_bg_5.png,28.8048,0.7039,0.0558
SM_11/SM_11_with_bg_0.png,15.5432,0.5577,0.2490
SM_11/SM_11_with_bg_2.png,27.9912,0.8241,0.2027
SM_11/SM_11_with_bg_4.png,21.4698,0.6760,0.2414
SM_11/SM_11_with_bg_5.png,15.9462,0.7042,0.2842
SM_110/SM_110_with_bg_0.png,17.3242,0.7196,0.4650
SM_110/SM_110_with_bg_2.png,18.7415,0.8085,0.2449
SM_110/SM_110_with_bg_3.png,26.6775,0.8839,0.2763
SM_110/SM_110_with_bg_4.png,20.3468,0.6193,0.3099
SM_110/SM_110_with_bg_5.png,13.6483,0.5534,0.3119
SM_111/SM_111_with_bg_0.png,19.4000,0.5041,0.4125
SM_111/SM_111_with_bg_1.png,18.9271,0.5180,0.4101
SM_111/SM_111_with_bg_2.png,15.9362,0.4749,0.4195
SM_111/SM_111_with_bg_3.png,18.9980,0.4408,0.4011
SM_111/SM_111_with_bg_4.png,20.9340,0.5304,0.3616
SM_111/SM_111_with_bg_5.png,13.7606,0.5121,0.3320
SM_112/SM_112_with_bg_0.png,19.9283,0.5344,0.3001
SM_112/SM_112_with_bg_1.png,21.1853,0.5215,0.3047
SM_112/SM_112_with_bg_2.png,15.2145,0.4780,0.3683
SM_113/SM_113_with_bg_1.png,18.9150,0.8415,0.1921
SM_113/SM_113_with_bg_2.png,29.2574,0.8247,0.0310
SM_113/SM_113_with_bg_3.png,22.8959,0.8422,0.3297
SM_113/SM_113_with_bg_4.png,22.5114,0.6355,0.3118
SM_113/SM_113_with_bg_5.png,18.8094,0.5341,0.3290
SM_114/SM_114_with_bg_0.png,20.7345,0.5439,0.3431
SM_114/SM_114_with_bg_1.png,19.1811,0.5689,0.3612
SM_114/SM_114_with_bg_2.png,20.0773,0.5493,0.3406
SM_114/SM_114_with_bg_4.png,23.4024,0.5704,0.3284
SM_114/SM_114_with_bg_5.png,19.4485,0.4969,0.3359
SM_115/SM_115_with_bg_0.png,21.0563,0.5712,0.2727
SM_115/SM_115_with_bg_1.png,21.7675,0.5542,0.2733
SM_115/SM_115_with_bg_2.png,18.9300,0.5296,0.3173
SM_116/SM_116_with_bg_0.png,10.2529,0.5131,0.5072
SM_116/SM_116_with_bg_2.png,15.9927,0.7983,0.2209
SM_116/SM_116_with_bg_3.png,14.8542,0.4850,0.3445
SM_116/SM_116_with_bg_4.png,16.7694,0.4273,0.4086
SM_116/SM_116_with_bg_5.png,11.0438,0.3494,0.4239
SM_117/SM_117_with_bg_0.png,17.1395,0.5337,0.3674
SM_117/SM_117_with_bg_1.png,15.4540,0.4987,0.4479
SM_117/SM_117_with_bg_2.png,12.9229,0.4868,0.4253
SM_117/SM_117_with_bg_3.png,15.3232,0.4552,0.3604
SM_117/SM_117_with_bg_4.png,17.9492,0.3962,0.4285
SM_117/SM_117_with_bg_5.png,10.9641,0.3672,0.4047
SM_118/SM_118_with_bg_0.png,16.8090,0.5642,0.3162
SM_118/SM_118_with_bg_1.png,17.3028,0.5653,0.4076
SM_118/SM_118_with_bg_2.png,12.6635,0.4858,0.3941
SM_119/SM_119_with_bg_0.png,15.3898,0.7850,0.2412
SM_119/SM_119_with_bg_1.png,29.1115,0.9412,0.1406
SM_119/SM_119_with_bg_2.png,21.4148,0.4661,0.1250
SM_119/SM_119_with_bg_3.png,15.7694,0.4595,0.2829
SM_119/SM_119_with_bg_4.png,18.6707,0.3722,0.3817
SM_119/SM_119_with_bg_5.png,13.9848,0.3732,0.4060
SM_11_obj45_0/SM_11_obj45_0_with_bg_0.png,25.4234,0.8314,0.0990
SM_11_obj45_0/SM_11_obj45_0_with_bg_1.png,17.5708,0.8231,0.3655
SM_11_obj45_0/SM_11_obj45_0_with_bg_2.png,22.7812,0.7185,0.1461
SM_11_obj45_0/SM_11_obj45_0_with_bg_3.png,22.6747,0.8495,0.2191
SM_12/SM_12_with_bg_0.png,15.7914,0.4625,0.2832
SM_12/SM_12_with_bg_2.png,29.6837,0.8176,0.1953
SM_12/SM_12_with_bg_3.png,13.8410,0.7140,0.3190
SM_120/SM_120_with_bg_0.png,16.3163,0.5308,0.3761
SM_120/SM_120_with_bg_1.png,15.4062,0.5154,0.3758
SM_120/SM_120_with_bg_2.png,14.4655,0.4892,0.3990
SM_120/SM_120_with_bg_3.png,15.8028,0.4651,0.3107
SM_120/SM_120_with_bg_4.png,18.1012,0.4030,0.4176
SM_120/SM_120_with_bg_5.png,13.7468,0.2952,0.4396
SM_121/SM_121_with_bg_0.png,16.3824,0.5354,0.3349
SM_121/SM_121_with_bg_1.png,16.5428,0.5617,0.3600
SM_121/SM_121_with_bg_2.png,14.0749,0.4796,0.3774
SM_122/SM_122_with_bg_0.png,12.4419,0.5228,0.3357
SM_122/SM_122_with_bg_1.png,17.4001,0.7045,0.2339
SM_122/SM_122_with_bg_2.png,41.7933,0.7587,0.0015
SM_122/SM_122_with_bg_3.png,16.1476,0.7147,0.2276
SM_122/SM_122_with_bg_4.png,17.6519,0.7507,0.1486
SM_122/SM_122_with_bg_5.png,41.8174,0.7668,0.0098
SM_123/SM_123_with_bg_0.png,21.2150,0.7351,0.1827
SM_123/SM_123_with_bg_1.png,23.6803,0.9654,0.0909
SM_124/SM_124_with_bg_0.png,18.0346,0.6762,0.2219
SM_124/SM_124_with_bg_1.png,20.7461,0.9252,0.1255
SM_125/SM_125_with_bg_0.png,20.6545,0.8377,0.1396
SM_125/SM_125_with_bg_1.png,22.4893,0.9442,0.0876
SM_126/SM_126_with_bg_0.png,20.7590,0.7464,0.1782
SM_126/SM_126_with_bg_1.png,23.1184,0.8504,0.1077
SM_126/SM_126_with_bg_3.png,19.0042,0.8064,0.1641
SM_126/SM_126_with_bg_4.png,10.1850,0.4856,0.4392
SM_127/SM_127_with_bg_0.png,13.3076,0.7932,0.2471
SM_127/SM_127_with_bg_1.png,13.1622,0.8094,0.3410
SM_127/SM_127_with_bg_2.png,16.4839,0.8597,0.3826
SM_127/SM_127_with_bg_3.png,14.5437,0.2732,0.4309
SM_127/SM_127_with_bg_4.png,13.3477,0.5957,0.4337
SM_127/SM_127_with_bg_5.png,15.2560,0.8133,0.3377
SM_128/SM_128_with_bg_0.png,14.0861,0.7533,0.2315
SM_128/SM_128_with_bg_1.png,17.6474,0.8419,0.3402
SM_128/SM_128_with_bg_2.png,16.2430,0.8480,0.1961
SM_128/SM_128_with_bg_3.png,11.2224,0.4484,0.4571
SM_128/SM_128_with_bg_4.png,15.7917,0.4168,0.4112
SM_128/SM_128_with_bg_5.png,8.6184,0.4699,0.4723
SM_129/SM_129_with_bg_0.png,20.8592,0.7711,0.1249
SM_129/SM_129_with_bg_1.png,19.4264,0.8988,0.1471
SM_129/SM_129_with_bg_2.png,14.5779,0.9170,0.1702
SM_129/SM_129_with_bg_4.png,24.4550,0.9293,0.1081
SM_12_obj48_0/SM_12_obj48_0_with_bg_0.png,13.8221,0.5260,0.3049
SM_12_obj48_0/SM_12_obj48_0_with_bg_1.png,17.3546,0.7562,0.3891
SM_12_obj48_0/SM_12_obj48_0_with_bg_2.png,13.2643,0.6752,0.3792
SM_13/SM_13_with_bg_0.png,15.7065,0.5735,0.2053
SM_13/SM_13_with_bg_2.png,24.1037,0.7210,0.2795
SM_13/SM_13_with_bg_5.png,16.5604,0.7296,0.2992
SM_130/SM_130_with_bg_0.png,16.4751,0.8171,0.2485
SM_130/SM_130_with_bg_1.png,25.5307,0.9768,0.0808
SM_130/SM_130_with_bg_3.png,9.3595,0.3156,0.5779
SM_130/SM_130_with_bg_4.png,22.4816,0.9656,0.0916
SM_131/SM_131_with_bg_0.png,21.0326,0.8644,0.1427
SM_131/SM_131_with_bg_3.png,14.5456,0.7552,0.1833
SM_132/SM_132_with_bg_0.png,11.4622,0.5071,0.5740
SM_132/SM_132_with_bg_2.png,23.5816,0.9248,0.2842
SM_132/SM_132_with_bg_3.png,11.4364,0.5205,0.5208
SM_133/SM_133_with_bg_0.png,15.7622,0.5388,0.4441
SM_133/SM_133_with_bg_1.png,14.8221,0.5313,0.4252
SM_133/SM_133_with_bg_2.png,14.2967,0.5335,0.4512
SM_133/SM_133_with_bg_3.png,11.0632,0.4127,0.5572
SM_133/SM_133_with_bg_4.png,11.9950,0.4612,0.5208
SM_133/SM_133_with_bg_5.png,10.3730,0.3976,0.5362
SM_134/SM_134_with_bg_0.png,15.2486,0.5199,0.4792
SM_134/SM_134_with_bg_1.png,14.5495,0.5140,0.4466
SM_134/SM_134_with_bg_2.png,13.4571,0.4901,0.4970
SM_135/SM_135_with_bg_0.png,8.5267,0.4054,0.6045
SM_135/SM_135_with_bg_2.png,7.8331,0.4098,0.5958
SM_135/SM_135_with_bg_3.png,12.7595,0.5413,0.5384
SM_135/SM_135_with_bg_5.png,10.4643,0.4600,0.4948
SM_136/SM_136_with_bg_0.png,14.8637,0.5253,0.4685
SM_136/SM_136_with_bg_1.png,14.2287,0.4865,0.4505
SM_136/SM_136_with_bg_2.png,14.5488,0.5111,0.4735
SM_136/SM_136_with_bg_3.png,12.7872,0.4923,0.5042
SM_136/SM_136_with_bg_4.png,9.8132,0.4036,0.5561
SM_136/SM_136_with_bg_5.png,11.8610,0.4455,0.4846
SM_137/SM_137_with_bg_0.png,15.0550,0.5485,0.4643
SM_137/SM_137_with_bg_1.png,14.0697,0.4876,0.4102
SM_137/SM_137_with_bg_2.png,13.4007,0.4478,0.5082
SM_138/SM_138_with_bg_0.png,14.4389,0.5461,0.4459
